INTERCEPT	0.14176962923379616
WORD_VOCAB	1407
000	4.571542747409394	0.15578397698041535
000 debited	4.571542747409394	0.15578397698041535
06	4.571542747409394	0.15578397698041535
06 to	4.571542747409394	0.15578397698041535
0fficer	5.418840607796598	-0.0775439747527341
0fficer your	5.418840607796598	-0.0775439747527341
0verdue	5.131158535344817	-0.0989150349183005
0verdue connection	5.131158535344817	-0.0989150349183005
10	4.908014984030608	0.1274360999840198
10 am	4.908014984030608	0.1274360999840198
11am	5.131158535344817	0.0845332881828282
11am with	5.131158535344817	0.0845332881828282
12	4.571542747409394	0.15578397698041535
12 06	4.571542747409394	0.15578397698041535
14	4.571542747409394	0.15578397698041535
14 300	4.571542747409394	0.15578397698041535
1800	4.571542747409394	0.15578397698041535
1pm	4.908014984030608	0.15906540326573795
1pm and	4.908014984030608	0.15906540326573795
200	5.131158535344817	0.17429606784209806
200 credited	5.131158535344817	0.17429606784209806
245	5.418840607796598	0.10853522406622663
245 is	5.418840607796598	0.10853522406622663
25	5.418840607796598	-0.11926498802760013
25 lakh	5.418840607796598	-0.11926498802760013
300	4.571542747409394	0.15578397698041535
300 not	4.571542747409394	0.15578397698041535
3000	4.571542747409394	-0.13998890520807647
3000 rupaye	4.571542747409394	-0.13998890520807647
32	5.418840607796598	0.10853522406622663
482910	4.908014984030608	0.17304447819843324
482910 do	4.908014984030608	0.17304447819843324
499	5.418840607796598	0.10936033584114355
499 to	5.418840607796598	0.10936033584114355
4pm	4.119557623666337	0.25344638395704056
4pm call	4.571542747409394	0.1330931688976444
4pm today	4.908014984030608	0.15906540326573795
5000	4.0325462466767075	-0.2942029035454257
5000 daily	5.131158535344817	-0.13149247382252102
5000 get	4.320228319128488	-0.2044800009452989
50000	4.214867803470662	-0.24211580731530605
50000 in	4.320228319128488	-0.2044800009452989
54	5.131158535344817	0.17429606784209806
54 200	5.131158535344817	0.17429606784209806
5th	4.571542747409394	0.1812499354411317
5th to	4.571542747409394	0.1812499354411317
6pm	5.131158535344817	0.11383087889565809
999	5.131158535344817	-0.13149247382252102
999 to	5.131158535344817	-0.13149247382252102
9999	5.418840607796598	-0.10187525699016689
9999 credit	5.418840607796598	-0.10187525699016689
aa	4.725693427236653	0.35817981035119806
aa jayega	4.908014984030608	0.20978703722375983
aadhaar	4.725693427236653	-0.1670577744726172
aadhaar is	4.725693427236653	-0.1670577744726172
aaiye	4.438011354784871	-0.14822803912798704
aap	4.725693427236653	-0.10287934020170182
aap chahe	5.131158535344817	0.07531652476556504
aapka	4.320228319128488	-0.20214675306971377
aapka number	5.131158535344817	-0.09325916089454177
aapka sbi	4.725693427236653	-0.1352289678372342
aapke	3.7448641742249262	-0.1913781809287561
aapke bank	4.908014984030608	-0.11526498412641138
aapke card	5.131158535344817	0.07531652476556504
aapke ghar	4.908014984030608	-0.021564187517737622
aapke naam	4.438011354784871	-0.14822803912798704
aapko	4.438011354784871	-0.2205414042683698
aapko part	4.571542747409394	-0.13998890520807647
ab	5.418840607796598	0.12977637836311717
ab tension	5.418840607796598	0.12977637836311717
abhi	3.627081138568543	-0.2190767485187334
abhi paise	5.131158535344817	-0.09325916089454177
about	4.0325462466767075	0.04114961279431794
about ten	4.908014984030608	0.08124985931858332
about the	4.571542747409394	0.04390357414275093
account	3.2593563584432257	-0.2986911922877337
account band	4.725693427236653	-0.1352289678372342
account freeze	4.571542747409394	-0.1693548431631436
account icici	5.131158535344817	0.17429606784209806
account now	5.131158535344817	-0.10815738022985256
account se	4.908014984030608	-0.11526498412641138
account statement	5.131158535344817	0.13874004334461842
account suspend	4.725693427236653	-0.1352289678372342
action	4.908014984030608	0.17353319899609965
